;DayOfWeek;POS Total Units Sold Promo and Regular;Encoded_REST_KEY
5054;Sunday;11;Store3
5055;Sunday;12;Store4
5056;Monday;18;Store1
5057;Monday;32;Store2
5058;Monday;10;Store3
5059;Monday;17;Store4
5060;Tuesday;11;Store1
5061;Tuesday;26;Store2
5062;Tuesday;12;Store3
5063;Tuesday;18;Store4
5064;Wednesday;13;Store1
5065;Wednesday;24;Store2
5066;Wednesday;12;Store3
5067;Wednesday;20;Store4
5068;Thursday;14;Store1
5069;Thursday;24;Store2
5070;Thursday;16;Store3
5071;Thursday;15;Store4
5072;Friday;19;Store1
5073;Friday;17;Store2
5074;Friday;13;Store3
5075;Friday;28;Store4
5076;Saturday;14;Store1
5077;Saturday;14;Store2
5078;Saturday;7;Store3
5079;Saturday;16;Store4
5080;Sunday;15;Store1
5081;Sunday;16;Store2
5082;Sunday;11;Store3
5083;Sunday;18;Store4
5084;Monday;9;Store1
5085;Monday;21;Store2
5086;Monday;12;Store3
5087;Monday;13;Store4
5088;Tuesday;5;Store1
5089;Tuesday;23;Store2
5090;Tuesday;6;Store3
5091;Tuesday;15;Store4
5092;Wednesday;11;Store1
5093;Wednesday;33;Store2
5094;Wednesday;13;Store3
5095;Wednesday;23;Store4
5096;Thursday;17;Store1
5097;Thursday;28;Store2
5098;Thursday;12;Store3
5099;Thursday;14;Store4
5100;Friday;12;Store1
5101;Friday;15;Store2
5102;Friday;12;Store3
5103;Friday;29;Store4
5104;Saturday;15;Store1
5105;Saturday;6;Store2
5106;Saturday;26;Store4
5107;Sunday;7;Store1
5108;Sunday;12;Store3
5109;Sunday;16;Store4
5110;Monday;12;Store1
5111;Monday;10;Store2
5112;Monday;15;Store3
5113;Monday;14;Store4
5114;Tuesday;14;Store1
5115;Tuesday;24;Store2
5116;Tuesday;12;Store3
5117;Tuesday;17;Store4
5118;Wednesday;9;Store1
5119;Wednesday;27;Store2
5120;Wednesday;10;Store3
5121;Wednesday;12;Store4
5122;Thursday;19;Store1
5123;Thursday;27;Store2
5124;Thursday;12;Store3
5125;Thursday;19;Store4
5126;Friday;21;Store1
5127;Friday;15;Store2
5128;Friday;9;Store3
5129;Friday;26;Store4
5130;Saturday;13;Store1
5131;Saturday;8;Store2
5132;Saturday;9;Store3
5133;Saturday;18;Store4
5134;Sunday;18;Store1
5135;Sunday;17;Store2
5136;Sunday;11;Store3
5137;Sunday;8;Store4
5138;Saturday;8;Store1
5139;Saturday;5;Store2
5140;Saturday;5;Store3
5141;Saturday;12;Store4
5142;Sunday;4;Store1
5143;Sunday;4;Store2
5144;Sunday;2;Store3
5145;Sunday;4;Store4
5146;Monday;7;Store1
5147;Monday;13;Store2
5148;Monday;6;Store3
5149;Monday;1;Store4
5150;Tuesday;8;Store1
5151;Tuesday;9;Store2
5152;Tuesday;7;Store3
5153;Tuesday;7;Store4
5154;Wednesday;4;Store1
5155;Wednesday;10;Store2
5156;Wednesday;8;Store3
5157;Wednesday;5;Store4
5158;Thursday;5;Store1
5159;Thursday;8;Store2
5160;Thursday;11;Store3
5161;Thursday;6;Store4
5162;Friday;10;Store1
5163;Friday;21;Store2
5164;Friday;2;Store3
5165;Friday;9;Store4
5166;Saturday;11;Store1
5167;Saturday;4;Store2
5168;Saturday;9;Store3
5169;Saturday;10;Store4
5170;Sunday;15;Store1
5171;Sunday;8;Store2
5172;Sunday;5;Store3
5173;Sunday;6;Store4
5174;Monday;7;Store1
5175;Monday;10;Store2
5176;Monday;14;Store3
5177;Monday;4;Store4
5178;Tuesday;6;Store1
5179;Tuesday;8;Store2
5180;Tuesday;5;Store3
5181;Tuesday;4;Store4
5182;Wednesday;5;Store1
5183;Wednesday;15;Store2
5184;Wednesday;10;Store3
5185;Wednesday;2;Store4
5186;Thursday;10;Store1
5187;Thursday;14;Store2
5188;Thursday;11;Store3
5189;Thursday;7;Store4
5190;Friday;8;Store1
5191;Friday;13;Store2
5192;Friday;9;Store3
5193;Friday;4;Store4
5194;Saturday;10;Store1
5195;Saturday;9;Store2
5196;Saturday;3;Store3
5197;Saturday;5;Store4
5198;Sunday;15;Store1
5199;Sunday;6;Store2
5200;Sunday;4;Store3
5201;Sunday;4;Store4
5202;Monday;6;Store1
5203;Monday;18;Store2
5204;Monday;5;Store3
5205;Monday;2;Store4
5206;Tuesday;8;Store1
5207;Tuesday;6;Store2
5208;Tuesday;2;Store3
5209;Tuesday;9;Store4
5210;Wednesday;10;Store1
5211;Wednesday;12;Store2
5212;Wednesday;8;Store3
5213;Wednesday;2;Store4
5214;Thursday;9;Store1
5215;Thursday;12;Store2
5216;Thursday;3;Store3
5217;Thursday;3;Store4
5218;Friday;6;Store1
5219;Friday;8;Store2
5220;Friday;10;Store3
5221;Friday;6;Store4
5222;Saturday;11;Store1
5223;Saturday;15;Store2
5224;Saturday;1;Store3
5225;Saturday;7;Store4
5226;Sunday;11;Store1
5227;Sunday;2;Store2
5228;Sunday;3;Store3
5229;Sunday;10;Store4
5230;Monday;5;Store1
5231;Monday;12;Store2
5232;Monday;4;Store3
5233;Monday;7;Store4
5234;Tuesday;8;Store1
5235;Tuesday;7;Store2
5236;Tuesday;9;Store3
5237;Tuesday;6;Store4
5238;Wednesday;6;Store1
5239;Wednesday;10;Store2
5240;Wednesday;5;Store3
5241;Wednesday;6;Store4
5242;Thursday;6;Store1
5243;Thursday;14;Store2
5244;Thursday;4;Store3
5245;Thursday;1;Store4
5246;Friday;7;Store1
5247;Friday;23;Store2
5248;Friday;6;Store3
5249;Friday;7;Store4
5250;Saturday;12;Store1
5251;Saturday;7;Store2
5252;Saturday;7;Store3
5253;Saturday;12;Store4
5254;Sunday;8;Store1
5255;Sunday;3;Store2
5256;Sunday;4;Store3
5257;Sunday;5;Store4
5258;Monday;6;Store1
5259;Monday;16;Store2
5260;Monday;3;Store3
5261;Monday;7;Store4
5262;Monday;5;Store1
5263;Monday;3;Store4
5264;Saturday;4;Store1
5265;Saturday;8;Store2
5266;Saturday;3;Store3
5267;Saturday;5;Store4
5268;Sunday;6;Store1
5269;Sunday;11;Store2
5270;Sunday;3;Store3
5271;Sunday;4;Store4
5272;Monday;9;Store1
5273;Monday;13;Store2
5274;Monday;6;Store3
5275;Monday;8;Store4
5276;Tuesday;13;Store1
5277;Tuesday;9;Store2
5278;Tuesday;6;Store3
5279;Tuesday;12;Store4
5280;Wednesday;3;Store1
5281;Wednesday;17;Store2
5282;Wednesday;3;Store3
5283;Wednesday;5;Store4
5284;Thursday;8;Store1
5285;Thursday;11;Store2
5286;Thursday;5;Store3
5287;Thursday;8;Store4
5288;Friday;14;Store1
5289;Friday;15;Store2
5290;Friday;9;Store3
5291;Friday;7;Store4
5292;Saturday;11;Store1
5293;Saturday;7;Store2
5294;Saturday;5;Store3
5295;Saturday;11;Store4
5296;Sunday;7;Store1
5297;Sunday;4;Store2
5298;Sunday;5;Store3
5299;Sunday;9;Store4
5300;Monday;7;Store1
5301;Monday;13;Store2
5302;Monday;7;Store3
5303;Monday;4;Store4
5304;Tuesday;10;Store1
5305;Tuesday;12;Store2
5306;Tuesday;6;Store3
5307;Tuesday;5;Store4
5308;Wednesday;6;Store1
5309;Wednesday;12;Store2
5310;Wednesday;5;Store3
5311;Wednesday;12;Store4
5312;Thursday;7;Store1
5313;Thursday;22;Store2
5314;Thursday;5;Store3
5315;Thursday;5;Store4
5316;Friday;11;Store1
5317;Friday;5;Store2
5318;Friday;7;Store3
5319;Friday;13;Store4
5320;Saturday;15;Store1
5321;Saturday;4;Store2
5322;Saturday;1;Store3
5323;Saturday;10;Store4
5324;Sunday;5;Store1
5325;Sunday;7;Store2
5326;Sunday;1;Store3
5327;Sunday;4;Store4
5328;Monday;8;Store1
5329;Monday;5;Store2
5330;Monday;6;Store3
5331;Monday;2;Store4
5332;Tuesday;7;Store1
5333;Tuesday;11;Store2
5334;Tuesday;6;Store3
5335;Tuesday;6;Store4
5336;Wednesday;8;Store1
5337;Wednesday;11;Store2
5338;Wednesday;5;Store3
5339;Wednesday;10;Store4
5340;Thursday;4;Store1
5341;Thursday;7;Store2
5342;Thursday;5;Store3
5343;Thursday;6;Store4
5344;Friday;12;Store1
5345;Friday;6;Store2
5346;Friday;5;Store3
5347;Friday;9;Store4
5348;Saturday;11;Store1
5349;Saturday;7;Store2
5350;Saturday;8;Store4
5351;Sunday;4;Store1
5352;Sunday;2;Store3
5353;Sunday;1;Store4
5354;Monday;13;Store1
5355;Monday;7;Store2
5356;Monday;4;Store3
5357;Monday;7;Store4
5358;Tuesday;11;Store1
5359;Tuesday;8;Store2
5360;Tuesday;3;Store3
5361;Tuesday;5;Store4
5362;Wednesday;7;Store1
5363;Wednesday;8;Store2
5364;Wednesday;9;Store3
5365;Wednesday;6;Store4
5366;Thursday;14;Store1
5367;Thursday;9;Store2
5368;Thursday;3;Store3
5369;Thursday;11;Store4
5370;Friday;9;Store1
5371;Friday;9;Store2
5372;Friday;7;Store3
5373;Friday;11;Store4
5374;Saturday;12;Store1
5375;Saturday;3;Store2
5376;Saturday;3;Store3
5377;Saturday;8;Store4
5378;Sunday;10;Store1
5379;Sunday;14;Store2
5380;Sunday;3;Store3
5381;Sunday;8;Store4
5382;Saturday;8;Store1
5383;Saturday;6;Store2
5384;Saturday;5;Store3
5385;Saturday;3;Store4
5386;Sunday;9;Store1
5387;Sunday;4;Store2
5388;Sunday;4;Store3
5389;Sunday;5;Store4
5390;Monday;3;Store1
5391;Monday;5;Store2
5392;Monday;3;Store3
5393;Monday;4;Store4
5394;Tuesday;5;Store1
5395;Tuesday;3;Store2
5396;Tuesday;4;Store4
5397;Wednesday;4;Store1
5398;Wednesday;3;Store2
5399;Wednesday;2;Store3
5400;Wednesday;4;Store4
5401;Thursday;3;Store1
5402;Thursday;4;Store2
5403;Thursday;3;Store3
5404;Thursday;8;Store4
5405;Friday;7;Store1
5406;Friday;13;Store2
5407;Friday;2;Store3
5408;Friday;1;Store4
5409;Saturday;3;Store1
5410;Saturday;3;Store2
5411;Saturday;1;Store3
5412;Saturday;6;Store4
5413;Sunday;4;Store1
5414;Sunday;4;Store2
5415;Sunday;1;Store3
5416;Sunday;4;Store4
5417;Monday;5;Store1
5418;Monday;4;Store2
5419;Monday;4;Store3
5420;Monday;4;Store4
5421;Tuesday;3;Store1
5422;Tuesday;2;Store2
5423;Tuesday;2;Store3
5424;Tuesday;2;Store4
5425;Wednesday;3;Store1
5426;Wednesday;6;Store2
5427;Wednesday;1;Store3
5428;Wednesday;2;Store4
5429;Thursday;4;Store1
5430;Thursday;5;Store2
5431;Thursday;3;Store3
5432;Thursday;4;Store4
5433;Friday;4;Store1
5434;Friday;4;Store2
5435;Friday;2;Store3
5436;Friday;4;Store4
5437;Saturday;8;Store1
5438;Saturday;3;Store2
5439;Saturday;2;Store3
5440;Saturday;3;Store4
5441;Sunday;7;Store1
5442;Sunday;5;Store2
5443;Sunday;1;Store3
5444;Sunday;1;Store4
5445;Monday;4;Store1
5446;Monday;6;Store2
5447;Monday;4;Store3
5448;Monday;3;Store4
5449;Tuesday;2;Store2
5450;Tuesday;5;Store4
5451;Wednesday;7;Store1
5452;Wednesday;2;Store2
5453;Wednesday;3;Store3
5454;Wednesday;4;Store4
5455;Thursday;4;Store1
5456;Thursday;4;Store2
5457;Thursday;6;Store3
5458;Thursday;4;Store4
5459;Friday;3;Store1
5460;Friday;4;Store2
5461;Friday;2;Store4
5462;Saturday;9;Store1
5463;Saturday;5;Store2
5464;Saturday;3;Store3
5465;Sunday;8;Store1
5466;Sunday;3;Store2
5467;Sunday;1;Store3
5468;Sunday;7;Store4
5469;Monday;1;Store1
5470;Monday;6;Store2
5471;Monday;3;Store3
5472;Monday;3;Store4
5473;Tuesday;1;Store1
5474;Tuesday;3;Store2
5475;Tuesday;2;Store3
5476;Tuesday;6;Store4
5477;Wednesday;4;Store1
5478;Wednesday;6;Store2
5479;Wednesday;1;Store3
5480;Wednesday;4;Store4
5481;Thursday;5;Store1
5482;Thursday;8;Store2
5483;Thursday;3;Store3
5484;Thursday;6;Store4
5485;Friday;3;Store1
5486;Friday;6;Store2
5487;Friday;7;Store3
5488;Friday;3;Store4
5489;Saturday;14;Store1
5490;Saturday;8;Store2
5491;Saturday;2;Store3
5492;Saturday;4;Store4
5493;Sunday;5;Store1
5494;Sunday;6;Store2
5495;Sunday;3;Store3
5496;Sunday;5;Store4
5497;Monday;2;Store1
5498;Monday;6;Store2
5499;Monday;4;Store3
5500;Monday;4;Store4
5501;Monday;1;Store1
5502;Saturday;10;Store1
5503;Saturday;3;Store2
5504;Saturday;2;Store3
5505;Saturday;2;Store4
5506;Sunday;2;Store1
5507;Sunday;1;Store2
5508;Sunday;1;Store3
5509;Sunday;4;Store4
5510;Monday;2;Store1
5511;Monday;1;Store2
5512;Monday;4;Store3
5513;Monday;3;Store4
5514;Tuesday;8;Store1
5515;Tuesday;5;Store2
5516;Tuesday;3;Store3
5517;Tuesday;1;Store4
5518;Wednesday;3;Store1
5519;Wednesday;4;Store2
5520;Wednesday;2;Store4
5521;Thursday;7;Store2
5522;Thursday;5;Store3
5523;Thursday;7;Store4
5524;Friday;2;Store1
5525;Friday;7;Store2
5526;Friday;1;Store3
5527;Friday;6;Store4
5528;Saturday;7;Store1
5529;Saturday;8;Store2
5530;Saturday;7;Store4
5531;Sunday;2;Store1
5532;Sunday;3;Store2
5533;Sunday;1;Store3
5534;Sunday;1;Store4
5535;Monday;6;Store1
5536;Monday;3;Store2
5537;Monday;4;Store3
5538;Monday;1;Store4
5539;Tuesday;2;Store1
5540;Tuesday;5;Store2
5541;Tuesday;3;Store3
5542;Tuesday;5;Store4
5543;Wednesday;3;Store1
5544;Wednesday;9;Store2
5545;Wednesday;1;Store3
5546;Wednesday;3;Store4
5547;Thursday;5;Store1
5548;Thursday;4;Store2
5549;Thursday;5;Store3
5550;Thursday;3;Store4
5551;Friday;5;Store1
5552;Friday;7;Store2
5553;Friday;5;Store3
5554;Friday;4;Store4
5555;Saturday;3;Store1
5556;Saturday;1;Store2
5557;Saturday;1;Store3
5558;Saturday;4;Store4
5559;Sunday;4;Store1
5560;Sunday;5;Store2
5561;Sunday;1;Store3
5562;Sunday;1;Store4
5563;Monday;1;Store1
5564;Monday;4;Store2
5565;Monday;3;Store3
5566;Monday;5;Store4
5567;Tuesday;4;Store1
5568;Tuesday;5;Store2
5569;Tuesday;1;Store3
5570;Tuesday;3;Store4
5571;Wednesday;3;Store1
5572;Wednesday;4;Store2
5573;Wednesday;3;Store4
5574;Thursday;3;Store1
5575;Thursday;8;Store2
5576;Thursday;4;Store3
5577;Thursday;3;Store4
5578;Friday;6;Store1
5579;Friday;3;Store2
5580;Friday;3;Store4
5581;Saturday;8;Store1
5582;Saturday;3;Store2
5583;Saturday;7;Store4
5584;Sunday;2;Store1
5585;Sunday;6;Store3
5586;Sunday;2;Store4
5587;Monday;4;Store1
5588;Monday;2;Store2
5589;Monday;1;Store4
5590;Tuesday;5;Store1
5591;Tuesday;4;Store2
5592;Tuesday;3;Store4
5593;Wednesday;2;Store1
5594;Wednesday;2;Store2
5595;Wednesday;4;Store3
5596;Wednesday;4;Store4
5597;Thursday;1;Store1
5598;Thursday;2;Store2
5599;Thursday;4;Store3
5600;Thursday;4;Store4
5601;Friday;4;Store1
5602;Friday;8;Store2
5603;Friday;1;Store3
5604;Friday;4;Store4
5605;Saturday;4;Store1
5606;Saturday;3;Store2
5607;Saturday;2;Store3
5608;Saturday;4;Store4
5609;Sunday;2;Store1
5610;Sunday;4;Store4
5611;Monday;2;Store2
5612;Monday;3;Store3
5613;Monday;1;Store4
5614;Saturday;1;Store1
5615;Saturday;2;Store2
5616;Saturday;2;Store3
5617;Sunday;2;Store2
5618;Sunday;5;Store3
5619;Sunday;4;Store4
5620;Monday;4;Store2
5621;Monday;1;Store3
5622;Monday;2;Store4
5623;Tuesday;1;Store1
5624;Tuesday;2;Store2
5625;Tuesday;2;Store3
5626;Tuesday;1;Store4
5627;Wednesday;2;Store1
5628;Wednesday;1;Store2
5629;Wednesday;1;Store3
5630;Wednesday;6;Store4
5631;Thursday;1;Store1
5632;Thursday;6;Store2
5633;Thursday;3;Store4
5634;Friday;3;Store1
5635;Friday;2;Store2
5636;Friday;1;Store3
5637;Friday;3;Store4
5638;Saturday;2;Store1
5639;Saturday;4;Store2
5640;Saturday;1;Store4
5641;Sunday;1;Store1
5642;Sunday;5;Store2
5643;Sunday;1;Store3
5644;Sunday;2;Store4
5645;Monday;3;Store1
5646;Monday;5;Store2
5647;Monday;2;Store3
5648;Tuesday;1;Store1
5649;Tuesday;2;Store2
5650;Tuesday;2;Store3
5651;Tuesday;1;Store4
5652;Wednesday;1;Store2
5653;Wednesday;2;Store4
5654;Thursday;1;Store1
5655;Thursday;4;Store2
5656;Thursday;2;Store3
5657;Thursday;1;Store4
5658;Friday;2;Store1
5659;Friday;2;Store2
5660;Friday;1;Store3
5661;Friday;1;Store4
5662;Saturday;1;Store2
5663;Saturday;2;Store4
5664;Sunday;1;Store1
5665;Sunday;1;Store2
5666;Sunday;4;Store3
5667;Monday;2;Store1
5668;Monday;1;Store3
5669;Tuesday;1;Store1
5670;Tuesday;1;Store2
5671;Tuesday;1;Store3
5672;Tuesday;1;Store4
5673;Wednesday;1;Store2
5674;Wednesday;2;Store3
5675;Wednesday;1;Store4
5676;Thursday;1;Store2
5677;Thursday;5;Store3
5678;Friday;1;Store1
5679;Friday;1;Store2
5680;Friday;1;Store3
5681;Saturday;2;Store1
5682;Saturday;2;Store4
5683;Sunday;4;Store1
5684;Sunday;2;Store3
5685;Sunday;1;Store4
5686;Monday;3;Store1
5687;Monday;1;Store4
5688;Tuesday;1;Store1
5689;Tuesday;1;Store2
5690;Tuesday;1;Store3
5691;Tuesday;2;Store4
5692;Wednesday;2;Store1
5693;Wednesday;1;Store2
5694;Wednesday;2;Store3
5695;Wednesday;1;Store4
5696;Thursday;2;Store3
5697;Thursday;1;Store4
5698;Friday;5;Store1
5699;Friday;2;Store2
5700;Friday;2;Store3
5701;Friday;3;Store4
5702;Saturday;3;Store1
5703;Saturday;3;Store2
5704;Saturday;2;Store3
5705;Saturday;2;Store4
5706;Sunday;3;Store1
5707;Sunday;1;Store2
5708;Sunday;1;Store3
5709;Sunday;3;Store4
5710;Monday;3;Store1
5711;Monday;3;Store3
5712;Monday;1;Store4
5713;Saturday;4;Store1
5714;Saturday;1;Store2
5715;Saturday;1;Store3
5716;Saturday;2;Store4
5717;Sunday;4;Store1
5718;Sunday;1;Store2
5719;Sunday;6;Store3
5720;Sunday;5;Store4
5721;Monday;4;Store1
5722;Monday;4;Store2
5723;Monday;7;Store3
5724;Monday;2;Store4
5725;Tuesday;2;Store1
5726;Tuesday;3;Store3
5727;Tuesday;3;Store4
5728;Wednesday;1;Store1
5729;Wednesday;3;Store2
5730;Wednesday;4;Store3
5731;Wednesday;6;Store4
5732;Thursday;5;Store1
5733;Thursday;6;Store2
5734;Thursday;2;Store3
5735;Thursday;6;Store4
5736;Friday;7;Store1
5737;Friday;6;Store2
5738;Friday;4;Store3
5739;Friday;2;Store4
5740;Saturday;1;Store1
5741;Saturday;3;Store2
5742;Saturday;3;Store3
5743;Saturday;10;Store4
5744;Sunday;5;Store1
5745;Sunday;5;Store2
5746;Sunday;2;Store3
5747;Sunday;2;Store4
5748;Monday;2;Store1
5749;Monday;7;Store2
5750;Monday;6;Store3
5751;Monday;3;Store4
5752;Tuesday;1;Store1
5753;Tuesday;4;Store2
5754;Tuesday;3;Store3
5755;Tuesday;6;Store4
5756;Wednesday;2;Store1
5757;Wednesday;5;Store2
5758;Wednesday;5;Store3
5759;Wednesday;4;Store4
5760;Thursday;2;Store1
5761;Thursday;5;Store3
5762;Thursday;4;Store4
5763;Friday;5;Store1
5764;Friday;1;Store2
5765;Friday;4;Store3
5766;Friday;4;Store4
5767;Saturday;2;Store2
5768;Saturday;6;Store4
5769;Sunday;3;Store2
5770;Sunday;5;Store3
5771;Sunday;4;Store4
5772;Monday;2;Store1
5773;Monday;4;Store2
5774;Monday;1;Store3
5775;Monday;3;Store4
5776;Tuesday;5;Store1
5777;Tuesday;3;Store2
5778;Tuesday;3;Store3
5779;Wednesday;4;Store1
5780;Wednesday;4;Store2
5781;Wednesday;4;Store3
5782;Wednesday;2;Store4
5783;Thursday;3;Store1
5784;Thursday;5;Store2
5785;Thursday;4;Store3
5786;Thursday;2;Store4
5787;Friday;4;Store1
5788;Friday;3;Store3
5789;Friday;1;Store4
5790;Saturday;6;Store1
5791;Saturday;2;Store2
5792;Saturday;8;Store4
5793;Sunday;2;Store1
5794;Sunday;2;Store4
5795;Monday;4;Store1
5796;Monday;1;Store2
5797;Monday;3;Store4
5798;Tuesday;2;Store1
5799;Tuesday;4;Store2
5800;Tuesday;4;Store3
5801;Tuesday;3;Store4
5802;Wednesday;2;Store1
5803;Wednesday;5;Store2
5804;Wednesday;4;Store3
5805;Wednesday;5;Store4
5806;Thursday;3;Store1
5807;Thursday;5;Store2
5808;Thursday;2;Store3
5809;Thursday;2;Store4
5810;Friday;5;Store1
5811;Friday;3;Store3
5812;Friday;13;Store4
5813;Saturday;8;Store1
5814;Saturday;1;Store2
5815;Saturday;1;Store3
5816;Saturday;4;Store4
5817;Sunday;11;Store1
5818;Sunday;4;Store2
5819;Sunday;11;Store4
5820;Monday;1;Store2
5821;Monday;4;Store3
5822;Saturday;1;Store2
5823;Saturday;1;Store4
5824;Sunday;2;Store1
5825;Sunday;1;Store2
5826;Sunday;6;Store3
5827;Monday;2;Store2
5828;Monday;3;Store3
5829;Monday;1;Store4
5830;Tuesday;1;Store1
5831;Tuesday;4;Store2
5832;Tuesday;2;Store3
5833;Tuesday;3;Store4
5834;Wednesday;2;Store4
5835;Thursday;1;Store1
5836;Thursday;1;Store2
5837;Thursday;4;Store3
5838;Friday;3;Store1
5839;Friday;2;Store2
5840;Friday;1;Store3
5841;Saturday;2;Store1
5842;Saturday;2;Store3
5843;Saturday;2;Store4
5844;Sunday;1;Store1
5845;Sunday;2;Store3
5846;Sunday;1;Store4
5847;Monday;1;Store1
5848;Monday;1;Store2
5849;Monday;2;Store3
5850;Tuesday;2;Store1
5851;Tuesday;1;Store2
5852;Tuesday;5;Store3
5853;Tuesday;1;Store4
5854;Wednesday;1;Store1
5855;Wednesday;2;Store2
5856;Wednesday;1;Store3
5857;Wednesday;2;Store4
5858;Thursday;1;Store1
5859;Thursday;1;Store2
5860;Thursday;1;Store3
5861;Friday;4;Store2
5862;Friday;2;Store3
5863;Friday;1;Store4
5864;Saturday;2;Store1
5865;Saturday;1;Store3
5866;Saturday;2;Store4
5867;Sunday;4;Store2
5868;Monday;3;Store2
5869;Monday;2;Store3
5870;Monday;2;Store4
5871;Tuesday;1;Store1
5872;Tuesday;2;Store2
5873;Tuesday;2;Store3
5874;Tuesday;1;Store4
5875;Wednesday;1;Store2
5876;Wednesday;1;Store3
5877;Wednesday;2;Store4
5878;Thursday;2;Store2
5879;Thursday;2;Store3
5880;Friday;1;Store1
5881;Friday;1;Store2
5882;Friday;1;Store3
5883;Saturday;1;Store1
5884;Saturday;2;Store4
5885;Monday;3;Store2
5886;Monday;3;Store3
5887;Tuesday;1;Store1
5888;Tuesday;4;Store2
5889;Wednesday;1;Store3
5890;Wednesday;1;Store4
5891;Thursday;1;Store1
5892;Thursday;3;Store2
5893;Friday;2;Store2
5894;Friday;1;Store3
5895;Saturday;1;Store1
5896;Saturday;2;Store3
5897;Sunday;2;Store2
5898;Sunday;5;Store3
5899;Sunday;1;Store4
5900;Sunday;1;Store1
5901;Sunday;1;Store2
5902;Sunday;1;Store3
5903;Monday;1;Store3
5904;Tuesday;1;Store1
5905;Wednesday;2;Store2
5906;Wednesday;1;Store4
5907;Thursday;1;Store2
5908;Friday;1;Store4
5909;Monday;1;Store1
5910;Monday;1;Store3
5911;Tuesday;1;Store2
5912;Wednesday;1;Store1
5913;Wednesday;1;Store2
5914;Thursday;1;Store1
5915;Thursday;1;Store2
5916;Friday;1;Store1
5917;Friday;1;Store2
5918;Saturday;2;Store1
5919;Sunday;1;Store2
5920;Monday;1;Store4
5921;Tuesday;4;Store2
5922;Wednesday;1;Store2
5923;Thursday;1;Store2
5924;Friday;1;Store4
5925;Monday;1;Store2
5926;Monday;1;Store3
5927;Tuesday;1;Store2
5928;Tuesday;1;Store3
5929;Wednesday;1;Store1
5930;Wednesday;2;Store2
5931;Thursday;2;Store2
5932;Thursday;1;Store4
5933;Friday;2;Store2
5934;Saturday;1;Store1
5935;Sunday;1;Store1
5936;Sunday;2;Store2
5937;Monday;2;Store4
5938;Sunday;1;Store2
5939;Sunday;1;Store4
5940;Monday;2;Store2
5941;Monday;2;Store3
5942;Monday;1;Store4
5943;Tuesday;1;Store2
5944;Wednesday;1;Store2
5945;Wednesday;1;Store3
5946;Wednesday;2;Store4
5947;Thursday;3;Store1
5948;Thursday;2;Store2
5949;Thursday;1;Store4
5950;Friday;3;Store1
5951;Friday;3;Store2
5952;Saturday;3;Store1
5953;Saturday;1;Store2
5954;Saturday;2;Store4
5955;Sunday;1;Store3
5956;Monday;1;Store2
5957;Monday;1;Store3
5958;Tuesday;2;Store2
5959;Tuesday;2;Store4
5960;Wednesday;5;Store1
5961;Thursday;1;Store2
5962;Thursday;2;Store4
5963;Friday;1;Store1
5964;Friday;2;Store2
5965;Sunday;2;Store1
5966;Monday;2;Store1
5967;Monday;2;Store2
5968;Monday;1;Store3
5969;Tuesday;1;Store2
5970;Wednesday;3;Store1
5971;Wednesday;4;Store2
5972;Wednesday;1;Store3
5973;Wednesday;1;Store4
5974;Thursday;2;Store1
5975;Thursday;1;Store2
5976;Thursday;1;Store4
5977;Friday;4;Store1
5978;Friday;3;Store2
5979;Saturday;1;Store1
5980;Saturday;1;Store2
5981;Sunday;2;Store4
5982;Monday;3;Store1
5983;Tuesday;1;Store2
5984;Tuesday;2;Store3
5985;Tuesday;1;Store4
5986;Wednesday;1;Store1
5987;Thursday;2;Store1
5988;Thursday;1;Store3
5989;Friday;3;Store2
5990;Friday;1;Store4
5991;Saturday;1;Store3
5992;Sunday;2;Store1
5993;Sunday;1;Store2
5994;Sunday;3;Store4
5995;Saturday;6;Store1
5996;Saturday;1;Store2
5997;Saturday;3;Store3
5998;Saturday;4;Store4
5999;Sunday;4;Store1
6000;Sunday;6;Store2
6001;Sunday;3;Store3
6002;Sunday;4;Store4
6003;Monday;4;Store1
6004;Monday;3;Store2
6005;Monday;6;Store3
6006;Monday;3;Store4
6007;Tuesday;2;Store1
6008;Tuesday;6;Store2
6009;Tuesday;3;Store3
6010;Tuesday;6;Store4
6011;Wednesday;9;Store1
6012;Wednesday;1;Store2
6013;Wednesday;7;Store3
6014;Wednesday;7;Store4
6015;Thursday;5;Store1
6016;Thursday;3;Store2
6017;Thursday;5;Store3
6018;Thursday;7;Store4
6019;Friday;7;Store1
6020;Friday;4;Store2
6021;Friday;4;Store3
6022;Friday;8;Store4
6023;Saturday;11;Store1
6024;Saturday;7;Store2
6025;Saturday;3;Store3
6026;Saturday;12;Store4
6027;Sunday;6;Store1
6028;Sunday;7;Store2
6029;Sunday;1;Store3
6030;Sunday;6;Store4
6031;Monday;3;Store1
6032;Monday;4;Store2
6033;Monday;3;Store3
6034;Monday;2;Store4
6035;Tuesday;3;Store1
6036;Tuesday;5;Store2
6037;Tuesday;4;Store3
6038;Tuesday;5;Store4
6039;Wednesday;4;Store1
6040;Wednesday;2;Store2
6041;Wednesday;3;Store3
6042;Wednesday;5;Store4
6043;Thursday;4;Store1
6044;Thursday;3;Store2
6045;Thursday;3;Store3
6046;Thursday;2;Store4
6047;Friday;4;Store1
6048;Friday;9;Store2
6049;Friday;9;Store3
6050;Friday;9;Store4
6051;Saturday;3;Store1
